     2      1.92720132      2.54332127      0.09901149
     1      1.78585612      2.52841408      2.45898991
     2     -1.84953375     -0.02494363      0.10641191
     2     -1.68535555      3.04435753      2.98016137
     2     -1.82156670      3.08769866     -0.15175391
     2     -0.39941345      6.05859891      1.29227342
     1     -0.37985002      6.12210249      3.94503729
     2     -0.21246065      1.27950947      1.28685358
     2     -0.00135543      3.54814099      1.26248257
     1      0.21548805      3.67458168      3.83710841
     2      1.65707907      4.94566278     -0.05478161
     2      1.60164693     -0.11745603      0.02608084
     1      1.84506863      4.93338583      5.03418233
     1      1.67549145      5.00003333      2.41227360
     2      1.77397144      2.56186657      0.21363084
     1      1.78961830      2.42548815      2.41133829
     2     -2.01665285     -0.06555594     -0.07214905
     1     -1.62968991      3.03613628      2.98458190
     1     -1.76154540      3.12478141     -0.00204642
     1     -0.49800396      6.40982162      1.31918900
     2     -0.19076499      6.19748943      4.04372948
     1      0.08087818      1.47645541      1.31736733
     2     -0.02060425      3.82465258      1.03743847
     1      0.20091754      3.51479214      3.77903476
     2      1.69729600      4.87174572      0.08114859
     1      1.61866047     -0.05735341      0.06363449
     2      1.85617195      5.01691835      5.16650803
     1      1.74515703      5.04109341      2.50300975
     2      1.82872187      2.62819499     -0.06729932
     2      1.71805714      2.36487293      2.42216725
